短期预测湿度 shift 60,短期预测风速 shift 60,短期预测温度 shift 60,短期预测气压 shift 60,短期预测风向sin shift 60,短期预测风向cos shift 60,实际功率,实际风速,HourOfDay
61,7.6,26.9,1013,0.9510565162951536,0.3090169943749474,8.61,6.48,0
60,7.6,26.8,1013,0.981627183447664,0.1908089953765449,11.11,7.11,1
59,7.7,26.5,1012,0.9902680687415704,0.1391731009600657,12.69,7.61,2
60,7.6,26.1,1012,0.981627183447664,0.1908089953765449,13.13,7.08,3
62,7.5,25.7,1012,0.9455185755993168,0.3255681544571567,12.91,7.5,4
66,7.4,25.2,1013,0.8829475928589269,0.4694715627858908,13.47,7.07,5
70,7.3,24.7,1013,0.788010753606722,0.6156614753256583,10.03,6.71,6
74,7.3,24.2,1014,0.6691306063588582,0.7431448254773942,6.34,5.31,7
75,7.5,23.8,1014,0.573576436351046,0.8191520442889918,9.98,6.04,8
76,7.8,23.4,1014,0.484809620246337,0.8746197071393957,29.89,9.79,9
76,8.1,23.1,1015,0.4226182617406994,0.90630778703665,23.39,9.22,10
76,8.4,22.8,1015,0.374606593415912,0.9271838545667874,18.24,8.27,11
75,8.7,22.5,1015,0.3255681544571566,0.9455185755993168,15.3,7.42,12
75,8.9,22.5,1014,0.2588190451025207,0.9659258262890684,14.09,7.64,13
74,9.0,22.3,1014,0.224951054343865,0.9743700647852352,6.82,6.17,14
73,8.9,22.1,1014,0.2419218955996677,0.9702957262759964,3.48,5.2,15
72,8.8,22.0,1015,0.2419218955996677,0.9702957262759964,3.1,5.09,16
71,8.5,22.2,1015,0.2756373558169991,0.9612616959383188,3.91,5.58,17
71,8.5,22.5,1015,0.3090169943749474,0.9510565162951536,-0.22,2.85,18
70,8.6,23.0,1016,0.3420201433256687,0.9396926207859084,-0.21,2.58,19
68,8.9,23.6,1016,0.4226182617406994,0.90630778703665,1.3,4.11,20
65,9.1,24.4,1016,0.5299192642332049,0.848048096156426,0.47,3.29,21
62,9.4,25.1,1016,0.6293203910498374,0.7771459614569709,0.3,2.52,22
60,9.8,25.7,1016,0.7071067811865476,0.7071067811865476,-0.18,2.58,23
58,9.9,26.0,1015,0.754709580222772,0.6560590289905073,0.15,2.75,0
58,9.9,26.1,1015,0.7771459614569708,0.6293203910498375,2.47,4.01,1
60,10.1,25.9,1014,0.7986355100472928,0.6018150231520484,1.29,3.71,2
63,10.3,25.5,1014,0.8090169943749475,0.5877852522924731,-0.03,2.09,3
66,10.4,25.0,1014,0.8090169943749475,0.5877852522924731,0.56,3.44,4
69,10.2,24.6,1014,0.7771459614569708,0.6293203910498375,0.44,3.4,5
72,9.5,24.3,1014,0.7071067811865476,0.7071067811865476,-0.17,2.53,6
74,8.8,24.1,1015,0.6156614753256582,0.788010753606722,0.58,3.81,7
76,8.1,24.0,1015,0.4999999999999999,0.8660254037844387,0.52,3.32,8
77,7.8,23.9,1015,0.4383711467890774,0.898794046299167,1.06,4.04,9
78,7.6,23.8,1015,0.3907311284892737,0.9205048534524404,1.75,4.29,10
79,7.7,23.6,1015,0.3583679495453002,0.9335804264972016,-0.18,2.38,11
80,7.9,23.4,1015,0.3090169943749474,0.9510565162951536,-0.28,2.21,12
81,7.6,22.7,1014,0.1908089953765448,0.981627183447664,-0.18,1.65,13
81,7.6,22.5,1014,0.1908089953765448,0.981627183447664,0.21,3.05,14
82,7.7,22.4,1014,0.224951054343865,0.9743700647852352,1.61,4.13,15
81,7.6,22.4,1014,0.2419218955996677,0.9702957262759964,0.75,3.73,16
78,7.6,22.4,1014,0.2756373558169991,0.9612616959383188,-0.19,2.85,17
75,7.7,22.5,1015,0.3090169943749474,0.9510565162951536,-0.18,1.39,18
72,7.9,22.8,1015,0.3420201433256687,0.9396926207859084,-0.2,3.04,19
68,8.1,23.6,1016,0.4226182617406994,0.90630778703665,-0.19,2.29,20
65,8.4,24.7,1016,0.5299192642332049,0.848048096156426,-0.15,0.83,21
63,8.9,25.9,1016,0.6427876096865393,0.766044443118978,0.1,2.67,22
63,9.3,26.7,1015,0.7313537016191705,0.6819983600624985,0.15,1.88,23
64,9.6,26.9,1014,0.7771459614569708,0.6293203910498375,-0.15,1.46,0
66,9.7,26.6,1014,0.8090169943749475,0.5877852522924731,-0.15,1.4,1
68,9.9,26.1,1013,0.8480480961564261,0.5299192642332049,-0.16,1.4,2
70,10.4,25.6,1013,0.8829475928589269,0.4694715627858908,-0.15,3.5,3
72,10.7,25.1,1013,0.90630778703665,0.4226182617406994,0.01,3.25,4
74,10.6,24.7,1013,0.8910065241883678,0.4539904997395468,0.41,3.83,5
76,9.7,24.3,1013,0.8290375725550417,0.5591929034707468,0.16,3.17,6
77,8.6,24.0,1014,0.6946583704589973,0.7193398003386512,1.22,3.91,7
78,8.1,23.7,1014,0.5150380749100542,0.8571673007021123,-0.06,3.2,8
79,7.9,23.4,1014,0.374606593415912,0.9271838545667874,0.57,3.73,9
79,7.8,23.1,1015,0.3255681544571566,0.9455185755993168,5.85,5.61,10
79,7.7,22.9,1015,0.2923717047227367,0.9563047559630354,2.06,4.38,11
79,7.6,22.8,1015,0.2588190451025207,0.9659258262890684,6.37,5.95,12
80,7.6,22.5,1014,0.224951054343865,0.9743700647852352,9.34,6.77,13
81,7.5,22.3,1014,0.1908089953765448,0.981627183447664,8.76,6.57,14
82,7.4,22.0,1014,0.1736481776669303,0.984807753012208,9.2,6.35,15
82,7.1,21.8,1013,0.1908089953765448,0.981627183447664,9.4,6.47,16
81,6.8,21.7,1013,0.1908089953765448,0.981627183447664,11.69,7.39,17
79,6.4,22.0,1014,0.2079116908177593,0.9781476007338056,9.42,6.99,18
75,6.0,22.5,1014,0.2588190451025207,0.9659258262890684,9.87,6.55,19
71,5.5,23.4,1015,0.3420201433256687,0.9396926207859084,13.79,7.31,20
67,5.3,24.5,1015,0.484809620246337,0.8746197071393957,9.58,6.66,21
63,5.1,25.6,1015,0.6691306063588582,0.7431448254773942,6.37,6.05,22
61,5.1,26.5,1014,0.8090169943749475,0.5877852522924731,7.83,6.08,23
61,5.0,26.9,1013,0.90630778703665,0.4226182617406994,9.64,6.54,0
62,4.9,27.0,1013,0.9563047559630354,0.2923717047227367,9.82,6.53,1
64,4.9,26.9,1012,0.981627183447664,0.1908089953765449,8.59,6.45,2
67,5.0,26.6,1012,0.9743700647852352,0.2249510543438649,8.87,6.38,3
70,5.2,26.2,1012,0.9510565162951536,0.3090169943749474,9.85,6.45,4
73,5.5,25.6,1012,0.8829475928589269,0.4694715627858908,8.25,6.16,5
77,6.0,24.9,1013,0.766044443118978,0.6427876096865394,7.29,5.95,6
80,6.4,24.3,1013,0.6560590289905072,0.754709580222772,4.1,5.1,7
82,6.9,23.8,1014,0.5591929034707469,0.8290375725550417,17.39,7.97,8
83,6.9,23.5,1015,0.4999999999999999,0.8660254037844387,18.63,8.18,9
84,6.8,23.3,1015,0.4694715627858908,0.882947592858927,28.98,9.19,10
84,6.8,23.2,1015,0.4226182617406994,0.90630778703665,30.71,10.29,11
85,6.9,23.1,1015,0.3907311284892737,0.9205048534524404,24.23,8.96,12
84,7.1,22.8,1013,0.374606593415912,0.9271838545667874,26.78,9.55,13
84,7.2,22.6,1013,0.4067366430758001,0.9135454576426008,36.17,11.41,14
83,7.4,22.4,1013,0.4383711467890774,0.898794046299167,38.21,11.61,15
81,7.6,22.2,1013,0.4539904997395467,0.8910065241883679,35.63,11.64,16
78,7.7,22.4,1013,0.4539904997395467,0.8910065241883679,28.55,9.88,17
73,7.7,22.8,1014,0.4226182617406994,0.90630778703665,24.94,9.08,18
69,7.8,23.3,1014,0.4067366430758001,0.9135454576426008,24.66,9.45,19
68,7.9,24.0,1015,0.4694715627858908,0.882947592858927,20.71,8.78,20
68,8.3,24.6,1016,0.5877852522924731,0.8090169943749475,9.08,6.47,21
68,9.2,25.2,1016,0.7193398003386511,0.6946583704589974,7.16,5.96,22
69,10.1,25.4,1016,0.7771459614569708,0.6293203910498375,5.43,5.61,23
70,10.7,25.5,1015,0.766044443118978,0.6427876096865394,6.02,5.43,0
71,11.0,25.3,1015,0.7313537016191705,0.6819983600624985,2.21,4.52,1
72,11.2,24.9,1014,0.6946583704589973,0.7193398003386512,2.25,4.31,2
73,11.3,24.3,1014,0.6560590289905072,0.754709580222772,2.47,4.2,3
74,11.0,23.6,1014,0.6293203910498374,0.7771459614569709,3.92,4.94,4
77,10.7,23.0,1015,0.573576436351046,0.8191520442889918,3.39,4.86,5
80,10.1,22.5,1015,0.4999999999999999,0.8660254037844387,2.68,4.58,6
82,9.7,22.0,1016,0.4226182617406994,0.90630778703665,4.18,5.19,7
83,9.5,21.6,1016,0.374606593415912,0.9271838545667874,8.65,6.08,8
83,9.5,21.4,1016,0.374606593415912,0.9271838545667874,17.99,8.11,9
83,9.8,21.4,1017,0.4067366430758001,0.9135454576426008,14.03,7.45,10
81,10.1,21.4,1017,0.4226182617406994,0.90630778703665,21.14,8.12,11
81,10.2,21.5,1017,0.4226182617406994,0.90630778703665,23.91,9.7,12
74,10.4,21.0,1016,0.3907311284892737,0.9205048534524404,15.7,8.09,13
74,10.3,20.8,1016,0.3907311284892737,0.9205048534524404,18.52,8.43,14
74,10.5,20.6,1016,0.4226182617406994,0.90630778703665,13.46,7.38,15
74,10.9,20.3,1016,0.4383711467890774,0.898794046299167,14.3,7.21,16
74,11.4,20.1,1017,0.4539904997395467,0.8910065241883679,18.34,7.86,17
72,11.9,20.1,1018,0.4999999999999999,0.8660254037844387,14.97,7.73,18
70,12.4,20.3,1018,0.5299192642332049,0.848048096156426,12.45,7.11,19
68,12.8,20.7,1019,0.5591929034707469,0.8290375725550417,11.73,7.1,20
65,12.8,21.3,1020,0.573576436351046,0.8191520442889918,11.53,7.1,21
62,12.8,21.9,1020,0.5877852522924731,0.8090169943749475,11.61,6.95,22
61,12.9,22.2,1020,0.6018150231520483,0.7986355100472928,8.81,6.28,23
59,13.0,22.3,1019,0.6018150231520483,0.7986355100472928,7.46,6.15,0
59,13.4,22.2,1019,0.6156614753256582,0.788010753606722,6.9,6.13,1
59,13.7,22.0,1018,0.6156614753256582,0.788010753606722,5.89,5.57,2
60,14.1,21.8,1018,0.6156614753256582,0.788010753606722,4.33,5.55,3
61,14.1,21.7,1018,0.6156614753256582,0.788010753606722,5.82,5.98,4
62,13.8,21.5,1019,0.573576436351046,0.8191520442889918,5.62,5.81,5
64,12.9,21.2,1019,0.4999999999999999,0.8660254037844387,4.94,5.71,6
65,12.1,20.9,1020,0.4226182617406994,0.90630778703665,1.62,4.28,7
65,11.6,20.9,1020,0.3907311284892737,0.9205048534524404,3.05,4.79,8
63,11.5,21.1,1020,0.4226182617406994,0.90630778703665,8.4,6.48,9
62,11.6,21.4,1020,0.484809620246337,0.8746197071393957,6.61,6.15,10
61,11.7,21.6,1020,0.5150380749100542,0.8571673007021123,5.27,5.69,11
61,11.6,21.7,1020,0.4999999999999999,0.8660254037844387,7.81,6.28,12
65,11.5,21.1,1019,0.4694715627858908,0.882947592858927,3.58,4.95,13
66,11.9,20.9,1019,0.4539904997395467,0.8910065241883679,0.19,3.17,14
68,12.4,20.4,1019,0.4383711467890774,0.898794046299167,2.95,4.32,15
69,12.5,19.8,1019,0.4226182617406994,0.90630778703665,3.33,4.9,16
68,12.4,19.3,1019,0.4067366430758001,0.9135454576426008,2.9,4.63,17
65,12.1,19.0,1020,0.374606593415912,0.9271838545667874,2.24,4.44,18
61,11.7,19.2,1020,0.374606593415912,0.9271838545667874,7.15,6.4,19
58,11.5,19.7,1021,0.4067366430758001,0.9135454576426008,6.47,5.98,20
58,11.7,20.7,1021,0.484809620246337,0.8746197071393957,10.12,6.61,21
58,12.2,21.8,1021,0.573576436351046,0.8191520442889918,9.3,6.49,22
57,12.6,22.7,1021,0.6293203910498374,0.7771459614569709,7.1,6.05,23
57,12.5,23.3,1020,0.6427876096865393,0.766044443118978,7.5,5.88,0
56,12.2,23.4,1019,0.6560590289905072,0.754709580222772,4.54,5.24,1
58,11.8,23.3,1018,0.6560590289905072,0.754709580222772,4.66,5.33,2
60,11.7,22.8,1018,0.6427876096865393,0.766044443118978,7.28,6.1,3
63,11.6,22.3,1018,0.6427876096865393,0.766044443118978,11.29,7.01,4
68,11.7,21.8,1018,0.6293203910498374,0.7771459614569709,11.08,7.04,5
71,11.6,21.4,1019,0.6156614753256582,0.788010753606722,8.44,6.53,6
74,11.3,21.1,1019,0.5877852522924731,0.8090169943749475,10.88,6.93,7
75,11.0,21.0,1020,0.5591929034707469,0.8290375725550417,12.33,7.47,8
74,10.5,21.0,1020,0.5150380749100542,0.8571673007021123,37.08,11.47,9
73,10.0,21.1,1020,0.484809620246337,0.8746197071393957,37.2,11.41,10
72,9.7,21.1,1020,0.4383711467890774,0.898794046299167,41.52,12.58,11
72,9.6,20.9,1019,0.3907311284892737,0.9205048534524404,42.59,12.63,12
76,10.5,20.8,1019,0.4694715627858908,0.882947592858927,38.89,11.05,13
76,10.4,20.6,1018,0.4694715627858908,0.882947592858927,43.71,13.93,14
76,10.4,20.3,1018,0.4539904997395467,0.8910065241883679,41.84,12.55,15
74,10.5,20.1,1018,0.4226182617406994,0.90630778703665,39.94,12.54,16
72,10.4,20.0,1018,0.3907311284892737,0.9205048534524404,37.27,11.48,17
71,10.3,20.1,1018,0.374606593415912,0.9271838545667874,37.23,10.79,18
69,10.2,20.4,1019,0.3583679495453002,0.9335804264972016,38.27,12.08,19
68,10.4,20.8,1019,0.4067366430758001,0.9135454576426008,29.95,9.78,20
68,10.9,21.3,1019,0.4694715627858908,0.882947592858927,27.74,9.84,21
68,11.6,21.9,1019,0.5446390350150271,0.838670567945424,22.51,8.58,22
66,12.0,22.4,1019,0.5877852522924731,0.8090169943749475,21.17,8.13,23
65,12.1,22.9,1019,0.5877852522924731,0.8090169943749475,12.0,6.79,0
63,11.9,23.0,1018,0.5591929034707469,0.8290375725550417,14.79,7.32,1
64,11.6,23.1,1018,0.5446390350150271,0.838670567945424,12.16,6.9,2
66,11.5,22.9,1018,0.5299192642332049,0.848048096156426,12.18,7.13,3
69,11.3,22.5,1017,0.5299192642332049,0.848048096156426,15.12,7.43,4
73,11.0,22.0,1017,0.5150380749100542,0.8571673007021123,8.41,6.56,5
76,10.4,21.6,1017,0.4999999999999999,0.8660254037844387,4.46,5.3,6
78,9.8,21.3,1018,0.4694715627858908,0.882947592858927,8.63,6.02,7
79,9.5,21.2,1018,0.4226182617406994,0.90630778703665,15.14,7.56,8
80,9.8,21.2,1018,0.4067366430758001,0.9135454576426008,25.67,9.23,9
81,10.3,21.2,1018,0.4067366430758001,0.9135454576426008,30.79,10.24,10
81,10.5,21.2,1018,0.4067366430758001,0.9135454576426008,42.47,13.99,11
80,10.3,21.1,1017,0.3907311284892737,0.9205048534524404,38.4,11.65,12
78,10.2,21.4,1016,0.3583679495453002,0.9335804264972016,40.03,12.82,13
80,10.3,21.2,1016,0.3420201433256687,0.9396926207859084,40.5,11.48,14
81,10.5,21.0,1016,0.374606593415912,0.9271838545667874,35.34,11.19,15
81,10.7,20.8,1016,0.3907311284892737,0.9205048534524404,33.81,10.94,16
80,10.6,20.6,1016,0.4067366430758001,0.9135454576426008,41.73,11.72,17
79,10.3,20.5,1016,0.3907311284892737,0.9205048534524404,38.31,11.61,18
78,9.9,20.7,1017,0.3583679495453002,0.9335804264972016,33.86,10.53,19
76,9.9,21.0,1017,0.3583679495453002,0.9335804264972016,29.47,9.63,20
74,10.5,21.6,1017,0.4067366430758001,0.9135454576426008,30.23,10.89,21
72,11.2,22.3,1017,0.4694715627858908,0.882947592858927,28.43,9.28,22
69,11.7,23.0,1017,0.5150380749100542,0.8571673007021123,20.75,8.71,23
67,11.8,23.6,1016,0.5446390350150271,0.838670567945424,24.35,8.73,0
66,11.5,23.8,1016,0.5591929034707469,0.8290375725550417,29.13,9.65,1
66,11.0,23.8,1015,0.5446390350150271,0.838670567945424,32.91,10.46,2
66,10.3,23.3,1015,0.5150380749100542,0.8571673007021123,34.97,11.14,3
68,9.6,22.6,1015,0.484809620246337,0.8746197071393957,29.59,9.62,4
70,9.3,22.0,1015,0.4383711467890774,0.898794046299167,32.85,10.57,5
72,9.4,21.5,1015,0.4067366430758001,0.9135454576426008,25.47,8.63,6
74,9.6,21.1,1016,0.374606593415912,0.9271838545667874,33.57,10.57,7
76,9.8,20.8,1016,0.374606593415912,0.9271838545667874,32.48,9.8,8
77,9.9,20.6,1016,0.3583679495453002,0.9335804264972016,36.01,10.76,9
78,9.8,20.5,1016,0.374606593415912,0.9271838545667874,36.95,11.22,10
78,9.7,20.4,1016,0.3583679495453002,0.9335804264972016,41.81,12.81,11
78,9.5,20.4,1016,0.3420201433256687,0.9396926207859084,44.65,13.44,12
82,9.8,20.3,1016,0.3255681544571566,0.9455185755993168,41.3,13.1,13
82,9.7,20.2,1015,0.3255681544571566,0.9455185755993168,42.23,13.79,14
81,9.7,20.2,1015,0.3255681544571566,0.9455185755993168,39.94,11.25,15
81,9.8,20.2,1015,0.3420201433256687,0.9396926207859084,37.72,11.56,16
80,9.6,20.2,1015,0.3583679495453002,0.9335804264972016,35.38,10.25,17
79,9.2,20.4,1015,0.3583679495453002,0.9335804264972016,20.7,8.13,18
77,8.9,20.7,1016,0.3907311284892737,0.9205048534524404,20.16,8.33,19
75,8.8,21.4,1016,0.4539904997395467,0.8910065241883679,20.27,7.95,20
73,9.2,22.4,1016,0.5591929034707469,0.8290375725550417,19.61,8.38,21
71,10.0,23.3,1016,0.6427876096865393,0.766044443118978,18.0,8.12,22
70,10.7,23.9,1016,0.6691306063588582,0.7431448254773942,18.08,7.98,23
70,10.8,24.1,1015,0.6691306063588582,0.7431448254773942,16.25,7.8,0
70,10.6,23.8,1015,0.6427876096865393,0.766044443118978,24.08,8.57,1
72,10.2,23.3,1014,0.6018150231520483,0.7986355100472928,17.62,7.93,2
73,9.8,22.8,1014,0.573576436351046,0.8191520442889918,17.88,8.21,3
74,9.6,22.3,1014,0.5591929034707469,0.8290375725550417,16.28,7.69,4
76,9.3,21.8,1014,0.5446390350150271,0.838670567945424,17.9,8.05,5
78,9.1,21.4,1014,0.5150380749100542,0.8571673007021123,19.23,8.45,6
79,8.9,21.0,1015,0.4539904997395467,0.8910065241883679,22.99,8.68,7
80,8.7,20.7,1015,0.374606593415912,0.9271838545667874,22.83,8.89,8
82,8.4,20.6,1015,0.3090169943749474,0.9510565162951536,26.24,9.49,9
83,8.1,20.5,1015,0.2419218955996677,0.9702957262759964,27.2,9.74,10
83,8.0,20.5,1015,0.2079116908177593,0.9781476007338056,27.23,9.48,11
83,7.9,20.5,1015,0.224951054343865,0.9743700647852352,26.68,9.52,12
86,7.1,20.6,1014,0.2419218955996677,0.9702957262759964,24.26,8.69,13
87,7.1,20.5,1014,0.2588190451025207,0.9659258262890684,25.43,8.98,14
87,7.0,20.4,1014,0.2923717047227367,0.9563047559630354,25.18,9.28,15
87,6.9,20.4,1014,0.374606593415912,0.9271838545667874,29.73,9.98,16
86,6.7,20.4,1014,0.4226182617406994,0.90630778703665,23.45,9.24,17
85,6.6,20.6,1014,0.4067366430758001,0.9135454576426008,22.74,8.8,18
84,6.5,20.9,1015,0.3907311284892737,0.9205048534524404,18.55,8.06,19
81,6.5,21.5,1015,0.3907311284892737,0.9205048534524404,18.96,7.51,20
77,6.4,22.4,1015,0.4383711467890774,0.898794046299167,24.02,9.38,21
74,6.4,23.3,1014,0.5299192642332049,0.848048096156426,22.06,8.2,22
71,6.5,24.0,1014,0.6293203910498374,0.7771459614569709,15.9,7.76,23
71,6.5,24.3,1014,0.7071067811865476,0.7071067811865476,10.73,6.68,0
71,6.6,24.3,1013,0.7771459614569708,0.6293203910498375,10.1,6.55,1
72,6.9,24.1,1013,0.8090169943749475,0.5877852522924731,14.38,7.67,2
75,7.4,23.7,1013,0.8386705679454239,0.5446390350150272,12.74,7.28,3
78,7.9,23.2,1013,0.8386705679454239,0.5446390350150272,11.84,7.31,4
81,8.2,22.6,1013,0.8191520442889918,0.573576436351046,10.65,6.91,5
84,8.0,22.1,1013,0.766044443118978,0.6427876096865394,16.69,7.74,6
88,7.9,21.6,1014,0.6691306063588582,0.7431448254773942,6.75,5.75,7
89,7.9,21.2,1014,0.5877852522924731,0.8090169943749475,13.87,7.29,8
90,8.0,20.9,1014,0.5299192642332049,0.848048096156426,13.94,7.43,9
90,8.2,20.8,1014,0.5150380749100542,0.8571673007021123,16.26,8.03,10
91,8.4,20.7,1014,0.5150380749100542,0.8571673007021123,18.31,7.96,11
90,8.6,20.7,1014,0.5299192642332049,0.848048096156426,20.07,8.54,12
89,8.0,21.2,1013,0.5150380749100542,0.8571673007021123,17.11,7.88,13
90,8.3,21.0,1013,0.4999999999999999,0.8660254037844387,13.85,7.1,14
89,8.7,20.8,1013,0.4999999999999999,0.8660254037844387,7.49,6.17,15
88,9.2,20.7,1013,0.5150380749100542,0.8571673007021123,12.86,7.19,16
86,9.6,20.5,1013,0.4999999999999999,0.8660254037844387,16.99,7.63,17
84,10.0,20.1,1014,0.484809620246337,0.8746197071393957,19.44,8.3,18
81,10.4,19.7,1014,0.4694715627858908,0.882947592858927,15.57,7.39,19
80,10.6,19.4,1015,0.4383711467890774,0.898794046299167,20.54,8.88,20
80,10.8,19.2,1015,0.4383711467890774,0.898794046299167,12.32,7.19,21
79,10.9,19.4,1015,0.4539904997395467,0.8910065241883679,9.6,6.38,22
76,10.7,19.8,1015,0.484809620246337,0.8746197071393957,9.7,6.48,23
72,10.4,20.5,1014,0.5299192642332049,0.848048096156426,9.77,6.62,0
68,10.3,21.3,1014,0.5877852522924731,0.8090169943749475,13.67,7.11,1
65,10.3,21.7,1013,0.6427876096865393,0.766044443118978,15.75,7.87,2
