短期预测湿度 shift 60,短期预测风速 shift 60,短期预测温度 shift 60,短期预测气压 shift 60,短期预测风向sin shift 60,短期预测风向cos shift 60,实际功率,实际风速,HourOfDay
88,10.3,28.0,1002,-0.3420201433256686,-0.9396926207859084,6.19,5.92,7
89,10.4,27.9,1002,-0.3907311284892735,-0.9205048534524404,6.19,5.75,8
89,10.6,27.8,1002,-0.438371146789077,-0.8987940462991671,4.74,5.71,9
89,10.7,27.7,1003,-0.5299192642332048,-0.8480480961564261,6.96,5.99,10
89,10.5,27.7,1003,-0.587785252292473,-0.8090169943749475,18.75,7.83,11
89,9.8,27.7,1003,-0.6427876096865393,-0.766044443118978,25.82,9.3,12
88,9.7,27.4,1003,-0.6293203910498376,-0.7771459614569708,25.99,9.04,13
89,9.3,27.3,1003,-0.6427876096865393,-0.766044443118978,27.04,9.88,14
89,9.1,27.1,1003,-0.6156614753256578,-0.7880107536067222,32.04,9.38,15
89,9.0,27.0,1003,-0.5735764363510458,-0.819152044288992,23.08,9.44,16
89,8.8,27.0,1003,-0.5591929034707467,-0.8290375725550417,18.72,7.73,17
88,8.6,27.2,1003,-0.601815023152048,-0.798635510047293,22.25,7.9,18
88,8.2,27.5,1004,-0.6427876096865393,-0.766044443118978,23.35,9.25,19
86,8.0,27.9,1004,-0.6560590289905074,-0.7547095802227719,16.66,8.23,20
84,7.8,28.4,1004,-0.601815023152048,-0.798635510047293,9.92,6.87,21
83,7.8,28.7,1004,-0.5000000000000001,-0.8660254037844386,11.0,6.83,22
83,8.2,28.9,1004,-0.374606593415912,-0.9271838545667874,15.04,7.39,23
84,8.7,28.8,1004,-0.275637355816999,-0.9612616959383188,12.86,7.13,0
86,9.1,28.6,1003,-0.207911690817759,-0.9781476007338056,7.5,6.57,1
86,9.3,28.4,1003,-0.1908089953765447,-0.981627183447664,3.18,5.07,2
86,9.2,28.3,1003,-0.2249510543438649,-0.9743700647852352,5.45,5.45,3
85,9.0,28.3,1003,-0.275637355816999,-0.9612616959383188,7.67,6.17,4
86,8.7,28.2,1003,-0.3255681544571567,-0.9455185755993168,5.47,5.85,5
88,8.6,28.0,1003,-0.374606593415912,-0.9271838545667874,7.73,6.26,6
89,8.6,27.7,1004,-0.3907311284892735,-0.9205048534524404,4.92,5.55,7
90,8.3,27.5,1004,-0.4067366430757998,-0.9135454576426012,9.91,6.88,8
90,7.9,27.4,1004,-0.438371146789077,-0.8987940462991671,11.1,6.8,9
90,7.4,27.4,1005,-0.4539904997395462,-0.8910065241883681,10.21,6.63,10
90,6.9,27.4,1005,-0.4694715627858908,-0.8829475928589269,17.45,8.45,11
90,6.8,27.2,1005,-0.4848096202463369,-0.8746197071393959,23.78,8.68,12
92,5.9,27.1,1004,-0.5000000000000001,-0.8660254037844386,28.41,9.82,13
93,5.4,27.0,1004,-0.6293203910498376,-0.7771459614569708,36.26,11.51,14
94,5.2,26.8,1004,-0.743144825477394,-0.6691306063588585,36.12,11.47,15
94,5.2,26.6,1005,-0.8090169943749473,-0.5877852522924732,36.23,13.04,16
94,5.0,26.5,1005,-0.8290375725550414,-0.5591929034707472,32.69,10.54,17
93,4.8,26.5,1005,-0.7547095802227717,-0.6560590289905077,27.15,10.16,18
92,4.5,26.7,1006,-0.6427876096865393,-0.766044443118978,28.72,9.94,19
89,4.4,27.0,1006,-0.5299192642332048,-0.8480480961564261,22.86,9.12,20
88,4.2,27.3,1006,-0.4226182617406993,-0.90630778703665,11.67,7.01,21
86,4.3,27.6,1006,-0.3583679495453004,-0.9335804264972016,8.18,6.17,22
84,4.4,28.0,1006,-0.2923717047227364,-0.9563047559630355,9.3,6.45,23
82,4.7,28.4,1006,-0.207911690817759,-0.9781476007338056,9.0,6.49,0
81,5.2,28.6,1005,-0.1391731009600655,-0.9902680687415704,20.37,8.32,1
82,5.7,28.7,1005,-0.0871557427476579,-0.9961946980917455,11.9,6.75,2
83,5.9,28.6,1004,-0.0697564737441248,-0.9975640502598244,5.36,5.91,3
84,6.0,28.4,1004,-0.1218693434051477,-0.992546151641322,4.13,5.47,4
86,6.0,28.2,1004,-0.1736481776669304,-0.984807753012208,2.8,4.87,5
87,5.8,28.0,1004,-0.275637355816999,-0.9612616959383188,2.06,4.54,6
87,5.6,27.9,1005,-0.3907311284892735,-0.9205048534524404,5.08,5.62,7
88,5.6,27.8,1006,-0.4848096202463369,-0.8746197071393959,4.63,4.95,8
89,5.5,27.6,1007,-0.5299192642332048,-0.8480480961564261,6.7,6.05,9
90,5.3,27.5,1007,-0.5591929034707467,-0.8290375725550417,11.35,7.18,10
90,4.8,27.3,1007,-0.6156614753256578,-0.7880107536067222,13.28,6.98,11
90,4.2,27.2,1007,-0.7313537016191701,-0.6819983600624989,18.81,8.28,12
94,1.6,26.6,1006,-0.9271838545667872,-0.3746065934159123,24.87,9.14,13
96,1.3,26.3,1006,-1.0,-1.8369701987210294e-16,28.86,9.43,14
98,0.9,25.9,1006,-0.7547095802227722,0.656059028990507,31.98,11.08,15
98,1.0,25.7,1007,-0.1045284632676534,0.9945218953682732,28.62,9.88,16
96,1.5,25.8,1007,0.2756373558169991,0.9612616959383188,27.18,9.53,17
93,1.8,26.2,1007,0.484809620246337,0.8746197071393957,11.06,6.9,18
88,2.0,26.9,1008,0.5446390350150271,0.838670567945424,10.16,7.26,19
83,1.9,27.7,1008,0.4226182617406994,0.90630778703665,10.23,6.94,20
79,1.5,28.6,1008,0.1391731009600654,0.9902680687415704,11.76,7.34,21
77,1.2,29.3,1008,-0.1564344650402311,0.9876883405951375,5.53,5.41,22
76,0.9,29.9,1008,0.1045284632676534,0.9945218953682732,4.0,5.53,23
75,1.4,30.1,1008,0.90630778703665,0.4226182617406994,10.33,6.81,0
75,3.2,30.2,1008,0.981627183447664,0.1908089953765449,11.65,6.64,1
75,4.7,30.2,1007,0.9659258262890684,0.2588190451025207,9.76,6.35,2
74,5.5,30.2,1006,0.90630778703665,0.4226182617406994,6.87,6.28,3
75,6.3,30.0,1005,0.7986355100472928,0.6018150231520484,7.58,6.15,4
77,7.2,29.5,1005,0.6819983600624985,0.7313537016191706,5.66,5.78,5
80,8.3,28.8,1005,0.6156614753256582,0.788010753606722,3.05,5.0,6
83,9.1,27.9,1006,0.573576436351046,0.8191520442889918,5.64,5.8,7
86,9.7,27.3,1007,0.5299192642332049,0.848048096156426,4.39,5.48,8
87,9.9,26.9,1008,0.484809620246337,0.8746197071393957,4.15,5.52,9
88,10.1,26.8,1008,0.4226182617406994,0.90630778703665,9.22,6.67,10
88,10.0,26.8,1008,0.374606593415912,0.9271838545667874,13.08,7.02,11
88,10.0,26.8,1007,0.3583679495453002,0.9335804264972016,9.91,6.67,12
87,9.6,26.5,1007,0.2923717047227367,0.9563047559630354,6.45,5.77,13
87,9.5,26.4,1006,0.2588190451025207,0.9659258262890684,12.15,7.08,14
87,9.1,26.3,1006,0.2756373558169991,0.9612616959383188,10.72,7.05,15
87,8.6,26.2,1006,0.3255681544571566,0.9455185755993168,12.7,7.12,16
86,8.5,26.4,1006,0.4226182617406994,0.90630778703665,3.18,4.95,17
84,9.2,26.7,1006,0.5299192642332049,0.848048096156426,4.42,5.03,18
80,10.1,27.2,1007,0.6018150231520483,0.7986355100472928,1.38,4.17,19
76,10.9,27.8,1007,0.6560590289905072,0.754709580222772,3.86,5.16,20
72,11.2,28.5,1007,0.6691306063588582,0.7431448254773942,2.77,4.55,21
68,11.0,29.2,1007,0.6819983600624985,0.7313537016191706,1.48,4.25,22
65,10.8,29.9,1006,0.6819983600624985,0.7313537016191706,1.76,4.3,23
63,10.4,30.4,1005,0.7071067811865476,0.7071067811865476,1.59,4.17,0
62,10.3,30.7,1005,0.7071067811865476,0.7071067811865476,0.55,3.6,1
62,10.3,30.8,1004,0.7313537016191705,0.6819983600624985,0.85,3.77,2
64,10.7,30.7,1004,0.7193398003386511,0.6946583704589974,0.38,3.31,3
67,11.0,30.3,1003,0.7071067811865476,0.7071067811865476,-0.21,2.8,4
72,11.4,29.8,1003,0.6819983600624985,0.7313537016191706,-0.2,2.3,5
76,11.5,29.2,1003,0.6156614753256582,0.788010753606722,-0.2,2.11,6
80,11.5,28.6,1003,0.5446390350150271,0.838670567945424,-0.19,0.71,7
82,11.3,28.2,1003,0.484809620246337,0.8746197071393957,-0.2,1.6,8
82,11.0,28.0,1003,0.4226182617406994,0.90630778703665,-0.19,1.63,9
80,10.5,28.0,1003,0.3583679495453002,0.9335804264972016,-0.14,2.23,10
79,9.7,28.0,1002,0.224951054343865,0.9743700647852352,-0.18,2.3,11
77,8.8,28.0,1001,0.0174524064372835,0.9998476951563912,1.84,3.85,12
83,5.0,27.8,1001,-0.5591929034707473,0.8290375725550414,5.99,5.85,13
81,5.8,27.8,1000,-0.7880107536067218,0.6156614753256585,6.91,6.22,14
79,7.1,27.9,999,-0.891006524188368,0.4539904997395466,12.23,7.13,15
77,8.5,28.0,998,-0.945518575599317,0.3255681544571563,6.64,6.15,16
74,9.8,28.1,997,-0.9743700647852352,0.2249510543438649,7.37,6.09,17
72,10.8,28.3,996,-0.9945218953682734,0.1045284632676529,4.34,5.49,18
71,11.6,28.4,996,-0.9986295347545738,-0.0523359562429443,1.3,4.15,19
73,12.5,28.4,995,-0.961261695938319,-0.2756373558169989,-0.17,2.76,20
76,14.0,28.3,994,-0.8660254037844385,-0.5000000000000004,-0.25,2.0,21
79,16.0,28.1,994,-0.7193398003386509,-0.6946583704589975,0.55,3.45,22
82,17.5,28.0,994,-0.5591929034707467,-0.8290375725550417,1.19,3.9,23
84,18.0,28.0,996,-0.4067366430757998,-0.9135454576426012,-0.2,2.53,0
85,17.9,28.1,997,-0.2588190451025203,-0.9659258262890684,-0.2,2.76,1
85,17.6,28.3,998,-0.1564344650402307,-0.9876883405951378,-0.21,1.73,2
83,16.9,28.5,999,-0.1218693434051477,-0.992546151641322,-0.21,1.84,3
82,16.1,28.6,1000,-0.1218693434051477,-0.992546151641322,-0.21,1.27,4
82,15.1,28.7,1000,-0.1391731009600655,-0.9902680687415704,-0.18,1.67,5
84,14.2,28.7,1001,-0.1218693434051477,-0.992546151641322,-0.14,2.56,6
86,13.3,28.5,1001,-0.104528463267653,-0.9945218953682734,-0.06,3.63,7
87,12.4,28.4,1002,-0.104528463267653,-0.9945218953682734,1.96,4.41,8
88,11.7,28.3,1003,-0.1736481776669304,-0.984807753012208,0.51,3.18,9
89,11.1,28.2,1004,-0.2588190451025203,-0.9659258262890684,1.53,3.95,10
89,10.4,28.1,1004,-0.3090169943749477,-0.9510565162951536,0.71,3.38,11
89,9.6,28.0,1004,-0.2923717047227364,-0.9563047559630355,1.31,3.88,12
89,8.3,27.5,1004,-0.2249510543438649,-0.9743700647852352,2.72,4.43,13
89,7.9,27.4,1004,-0.2249510543438649,-0.9743700647852352,5.89,5.66,14
89,7.3,27.2,1004,-0.207911690817759,-0.9781476007338056,12.9,7.8,15
88,6.6,27.1,1005,-0.1564344650402307,-0.9876883405951378,17.55,7.99,16
88,6.0,27.0,1005,-0.0871557427476579,-0.9961946980917455,26.48,10.49,17
87,5.6,27.1,1005,1.2246467991473532e-16,-1.0,35.33,11.29,18
86,5.0,27.3,1006,0.0871557427476586,-0.9961946980917455,32.03,10.87,19
85,4.4,27.5,1006,0.1564344650402309,-0.9876883405951375,25.7,9.55,20
85,3.4,27.7,1006,0.2419218955996677,-0.9702957262759964,22.4,9.74,21
84,2.5,27.9,1006,0.3583679495453002,-0.9335804264972016,28.04,9.36,22
84,1.9,28.1,1006,0.4694715627858911,-0.8829475928589268,20.57,8.5,23
84,2.1,28.1,1006,0.3907311284892741,-0.9205048534524402,16.42,8.31,0
84,2.6,28.1,1006,0.2756373558169996,-0.9612616959383188,21.67,8.87,1
84,3.2,28.0,1006,0.2419218955996677,-0.9702957262759964,23.32,9.72,2
84,3.5,27.9,1006,0.3090169943749475,-0.9510565162951536,13.22,7.51,3
85,3.4,27.8,1005,0.4067366430758004,-0.9135454576426008,17.09,8.65,4
86,2.7,27.7,1005,0.5877852522924732,-0.8090169943749473,14.87,7.87,5
88,1.7,27.6,1005,0.913545457642601,-0.4067366430758001,9.46,6.61,6
89,1.3,27.4,1005,0.8910065241883678,0.4539904997395468,13.93,7.67,7
90,1.5,27.3,1006,0.2756373558169991,0.9612616959383188,23.37,8.98,8
90,1.3,27.2,1007,-0.6691306063588581,0.7431448254773942,33.14,10.61,9
90,2.0,27.2,1007,-0.981627183447664,0.1908089953765442,31.63,9.73,10
92,2.5,27.1,1007,-0.9961946980917455,0.0871557427476578,17.18,7.9,11
93,2.3,26.9,1006,-0.8746197071393961,0.4848096202463365,21.28,9.44,12
94,2.0,26.7,1006,-0.9945218953682734,-0.1045284632676533,21.97,8.93,13
95,2.0,26.5,1005,-0.9659258262890682,0.2588190451025211,19.54,8.6,14
96,2.3,26.2,1005,-0.7880107536067218,0.6156614753256585,25.36,9.85,15
95,2.8,26.0,1005,-0.5735764363510465,0.8191520442889916,23.1,9.4,16
93,3.2,26.1,1005,-0.4067366430758001,0.913545457642601,28.36,10.18,17
89,3.2,26.5,1005,-0.2756373558169998,0.9612616959383188,33.83,11.01,18
85,3.3,27.1,1006,-0.1908089953765446,0.981627183447664,30.12,10.33,19
81,3.2,27.9,1006,-0.0697564737441247,0.9975640502598244,25.4,9.98,20
79,3.2,28.8,1006,0.0348994967025009,0.9993908270190958,23.75,9.3,21
76,3.0,29.5,1006,0.1045284632676534,0.9945218953682732,12.52,7.28,22
75,2.5,29.9,1006,0.2756373558169991,0.9612616959383188,2.4,4.39,23
75,1.9,30.0,1006,0.6293203910498374,0.7771459614569709,-0.32,2.94,0
76,1.7,29.9,1005,0.9743700647852352,0.2249510543438649,2.46,4.58,1
78,1.9,29.6,1005,0.9612616959383188,-0.275637355816999,0.95,3.94,2
82,1.8,29.3,1005,0.8746197071393959,-0.484809620246337,4.72,5.45,3
86,1.4,29.0,1004,0.8660254037844387,-0.4999999999999998,6.46,6.33,4
88,0.8,28.7,1004,1.0,6.123233995736766e-17,5.13,5.54,5
88,1.6,28.5,1004,0.4539904997395467,0.8910065241883679,14.55,7.66,6
88,3.2,28.2,1005,0.224951054343865,0.9743700647852352,25.61,9.35,7
88,4.3,28.0,1005,0.1391731009600654,0.9902680687415704,40.56,12.83,8
89,4.9,27.7,1005,0.0697564737441253,0.9975640502598242,42.93,13.9,9
89,5.0,27.4,1006,0.0,1.0,44.27,15.0,10
89,5.1,27.2,1006,0.0174524064372835,0.9998476951563912,13.3,16.99,11
90,5.3,27.0,1006,0.1045284632676534,0.9945218953682732,-0.43,13.37,12
89,4.3,26.4,1006,-0.4067366430758001,0.913545457642601,37.95,12.05,13
89,4.5,26.3,1006,-0.2079116908177598,0.9781476007338056,26.09,9.73,14
90,4.0,26.1,1006,-0.1045284632676534,0.9945218953682732,17.1,8.41,15
90,3.5,26.0,1006,-0.0871557427476583,0.9961946980917455,17.02,7.52,16
89,3.3,26.2,1006,-0.0523359562429443,0.9986295347545738,13.27,7.08,17
86,3.9,26.7,1006,0.0174524064372835,0.9998476951563912,25.5,9.59,18
84,4.8,27.4,1007,0.1218693434051474,0.992546151641322,18.01,7.97,19
82,5.5,28.0,1007,0.2419218955996677,0.9702957262759964,22.01,8.65,20
82,5.6,28.4,1007,0.3583679495453002,0.9335804264972016,12.14,7.24,21
80,5.5,28.8,1007,0.5150380749100542,0.8571673007021123,4.63,5.48,22
79,5.9,29.1,1007,0.6018150231520483,0.7986355100472928,1.75,4.4,23
75,6.9,29.5,1007,0.6018150231520483,0.7986355100472928,1.48,4.2,0
73,8.3,29.9,1006,0.6018150231520483,0.7986355100472928,-0.13,2.6,1
73,9.5,30.0,1006,0.6156614753256582,0.788010753606722,-0.1,3.33,2
76,10.3,29.8,1005,0.6560590289905072,0.754709580222772,-0.2,1.86,3
80,10.6,29.2,1005,0.6946583704589973,0.7193398003386512,-0.22,1.24,4
83,10.5,28.6,1005,0.7071067811865476,0.7071067811865476,-0.01,2.79,5
86,10.2,28.0,1006,0.6560590289905072,0.754709580222772,-0.16,2.15,6
88,9.6,27.5,1006,0.573576436351046,0.8191520442889918,-0.15,1.53,7
90,9.2,27.2,1007,0.4999999999999999,0.8660254037844387,-0.16,1.73,8
90,9.0,27.0,1007,0.4539904997395467,0.8910065241883679,-0.14,1.91,9
90,8.8,27.0,1007,0.4383711467890774,0.898794046299167,-0.16,1.83,10
90,8.5,26.9,1007,0.4383711467890774,0.898794046299167,-0.16,2.45,11
90,8.2,26.8,1007,0.4067366430758001,0.9135454576426008,1.6,4.1,12
89,9.6,26.5,1006,0.3583679495453002,0.9335804264972016,4.9,5.17,13
89,9.2,26.4,1006,0.374606593415912,0.9271838545667874,0.84,3.88,14
90,9.1,26.3,1006,0.4067366430758001,0.9135454576426008,3.09,4.73,15
90,9.2,26.3,1006,0.4539904997395467,0.8910065241883679,1.11,3.66,16
88,9.4,26.6,1006,0.4999999999999999,0.8660254037844387,-0.21,2.58,17
86,9.6,26.9,1006,0.5591929034707469,0.8290375725550417,-0.21,2.53,18
83,9.9,27.4,1007,0.6156614753256582,0.788010753606722,0.39,3.16,19
80,10.1,27.9,1007,0.6427876096865393,0.766044443118978,0.95,2.98,20
77,10.4,28.5,1007,0.6427876096865393,0.766044443118978,-0.19,2.03,21
76,10.6,28.9,1008,0.6560590289905072,0.754709580222772,-0.22,1.62,22
75,10.7,29.1,1008,0.6691306063588582,0.7431448254773942,-0.24,0.82,23
76,10.8,29.0,1008,0.7313537016191705,0.6819983600624985,-0.25,2.61,0
78,10.9,28.8,1007,0.7771459614569708,0.6293203910498375,-0.2,2.75,1
79,10.9,28.5,1007,0.7986355100472928,0.6018150231520484,-0.11,3.0,2
80,10.6,28.3,1007,0.7771459614569708,0.6293203910498375,-0.17,1.34,3
82,10.3,28.3,1006,0.7313537016191705,0.6819983600624985,-0.15,2.54,4
83,10.3,28.1,1006,0.6691306063588582,0.7431448254773942,-0.14,2.7,5
84,10.5,27.8,1006,0.6293203910498374,0.7771459614569709,-0.17,2.9,6
85,10.7,27.5,1006,0.6018150231520483,0.7986355100472928,0.76,3.83,7
86,10.9,27.2,1006,0.6156614753256582,0.788010753606722,4.21,5.49,8
87,10.9,27.1,1006,0.6293203910498374,0.7771459614569709,3.82,5.12,9
88,10.8,27.0,1007,0.6427876096865393,0.766044443118978,3.21,5.22,10
88,10.7,26.9,1007,0.6156614753256582,0.788010753606722,2.89,4.36,11
87,10.6,26.7,1007,0.573576436351046,0.8191520442889918,3.77,4.8,12
86,10.6,26.6,1006,0.484809620246337,0.8746197071393957,8.3,6.19,13
86,10.4,26.4,1006,0.4539904997395467,0.8910065241883679,4.03,4.99,14
86,10.5,26.2,1006,0.4226182617406994,0.90630778703665,4.57,5.19,15
86,10.7,26.0,1006,0.4226182617406994,0.90630778703665,6.89,6.1,16
85,11.1,26.1,1006,0.4383711467890774,0.898794046299167,10.4,6.89,17
84,11.7,26.3,1006,0.4694715627858908,0.882947592858927,9.94,6.84,18
82,12.2,26.7,1006,0.5150380749100542,0.8571673007021123,11.47,7.36,19
81,12.6,27.1,1006,0.5591929034707469,0.8290375725550417,1.56,3.99,20
81,13.0,27.4,1006,0.5877852522924731,0.8090169943749475,1.09,3.79,21
81,13.2,27.7,1007,0.6156614753256582,0.788010753606722,-0.2,2.54,22
80,13.5,28.1,1007,0.6293203910498374,0.7771459614569709,0.22,3.24,23
79,13.8,28.6,1007,0.6293203910498374,0.7771459614569709,2.03,4.43,0
78,14.1,29.0,1006,0.6293203910498374,0.7771459614569709,1.62,4.0,1
78,14.6,29.2,1005,0.6293203910498374,0.7771459614569709,2.71,4.73,2
79,15.1,29.2,1004,0.6156614753256582,0.788010753606722,3.44,5.0,3
80,15.3,28.9,1004,0.6156614753256582,0.788010753606722,7.43,6.15,4
82,15.4,28.5,1004,0.6018150231520483,0.7986355100472928,4.45,5.21,5
84,15.0,28.1,1004,0.5877852522924731,0.8090169943749475,7.92,6.24,6
86,14.4,27.7,1005,0.573576436351046,0.8191520442889918,16.15,7.7,7
87,13.8,27.5,1005,0.5591929034707469,0.8290375725550417,27.92,9.72,8
88,13.2,27.4,1005,0.5591929034707469,0.8290375725550417,29.5,9.99,9
89,12.8,27.4,1005,0.5591929034707469,0.8290375725550417,33.27,11.37,10
89,12.8,27.4,1005,0.5591929034707469,0.8290375725550417,34.12,12.21,11
89,12.8,27.4,1005,0.5591929034707469,0.8290375725550417,34.39,11.69,12
89,12.9,27.4,1005,0.573576436351046,0.8191520442889918,30.94,10.73,13
89,12.7,27.3,1004,0.5446390350150271,0.838670567945424,37.0,11.99,14
89,12.8,27.2,1003,0.5150380749100542,0.8571673007021123,37.73,12.1,15
88,13.4,27.1,1003,0.5150380749100542,0.8571673007021123,39.01,12.83,16
